"Folder","Result","OD_mm","ID_R_mm","Thick_mm","Vol_mm3"
"round373_motor-liner-ring-mod-192000","UNKNOWN","80.2","","35.1",""
"round374_teflon-backup-ring1-122880","UNKNOWN","","","",""
"round375_o-ring-99328","UNKNOWN","119.58","","144.98",""
"round376_washer-GB-181248","UNKNOWN","18","","18",""
"round377_spacer-17a0505-146432","UNKNOWN","44","","41.7",""
"round378_peek-spacer-266752","UNKNOWN","88.9","","88.9",""
"round379_bearing-spacer-181760","UNKNOWN","79.2","","79.2",""
"round38_KE-SP-004-P1_ESR100","PASS","","26.5222","","3120.158"
"round380_spring-bushing-P5000-v2-97792","UNKNOWN","29.4","","23.6",""
"round381_tube-107008","UNKNOWN","20","","45",""
"round382_belt-guide-bushing-117248","UNKNOWN","15","","15",""
"round383_timing-belt-bushing-119808","UNKNOWN","22","","22",""
"round384_end-plate-bearing-bushing-154112","UNKNOWN","52","","52",""
"round385_motor-copper-washer-171520","UNKNOWN","60","","1",""
"round386_SDE300-ss-sleeve-93184","UNKNOWN","112.6","","82",""
"round387_SDE300-ss-sleeve-94720","UNKNOWN","112","","72.3",""
"round388_end-plate-bearing-bushing2-151552","UNKNOWN","52","","52",""
"round389_inner-sleeve-weld-100864","UNKNOWN","66.7","","150",""
"round39_KE-SP-008-P1_ESR_MP_big","PASS","","19.6627","","1993.013"
"round390_magnet-sleeve-95232","UNKNOWN","47.5","","26.3",""
"round391_spring-seat-101376","UNKNOWN","34.25","","55",""
"round392_flange-201216","UNKNOWN","165","","12",""
"round393_flange-175104","UNKNOWN","185","","12",""
"round394_flange-220160","UNKNOWN","165","","10",""
"round395_flange-186368","UNKNOWN","130","","12",""
"round396_flange-193536","UNKNOWN","235","","52.5",""
"round397_flange8-123904","UNKNOWN","285","","15",""
"round398_flange10-132608","UNKNOWN","350","","15",""
"round399_shaft-flange-173568","UNKNOWN","48.5","","37",""
"round4_BP_Flinger","PASS","","27.6395","","9595.65"
"round40_KE-SP-005_ESR100_BP_small","PASS","","27.7","","6093.182"
"round400_upper-bearing-retainer-182272","UNKNOWN","42.08","","7.25",""
"round401_seal-retainer-145920","UNKNOWN","60.09","","2.25",""
"round402_lower-bearing-retainer-131072","UNKNOWN","28.8","","3.45",""
"round403_e-clamp-retainer-base-174592","UNKNOWN","177.8","","4.32",""
"round404_tilt-retainer-255488","UNKNOWN","84.84","","84.84",""
"round405_cone-flange-308224","UNKNOWN","161.93","","53.09",""
"round406_tube-seal-ring-131584","UNKNOWN","330","","330",""
"round407_conductive-iron-ring-245760","UNKNOWN","177.8","","4.8",""
"round408_E17174360-conductive-iron-ring-410112","UNKNOWN","177.8","","4.8",""
"round409_bushing-176640","UNKNOWN","21","","21",""
"round41_KE-SP-006-P1","PASS","","43","","11234.298"
"round410_bushing-120832","UNKNOWN","45","","45",""
"round411_A70W-gear-sleeve-156160","UNKNOWN","29.8","","7",""
"round412_shaft-bushing-89600","UNKNOWN","8.2","","2.5",""
"round413_motor-shaft-sleeve-162816","UNKNOWN","16.25","","16",""
"round414_pivot-shaft-sleeve-176128","UNKNOWN","18.85","","39.56",""
"round415_plastic-bushing-86016","UNKNOWN","12","","14.5",""
"round416_inner-sleeve-159232","UNKNOWN","580","","214",""
"round417_magnet-cover-71168","UNKNOWN","166.5","","0.4",""
"round418_bushing-0002-152576","UNKNOWN","15","","19",""
"round419_fake-sleeve-140800","UNKNOWN","218","","70",""
"round42_KE-SP-006-P2","PASS","","2.4876","","30.797"
"round420_exhaust-inner-shaft-144896","UNKNOWN","566","","17.3",""
"round421_sleeve2-001-277504","UNKNOWN","25.4","","25.4",""
"round422_sleeve2-259072","UNKNOWN","25.4","","25.4",""
"round423_stripper-bushing-170496","UNKNOWN","11","","13.15",""
"round424_stripper-bushing-157184","UNKNOWN","5.5","","12.8",""
"round425_bearing-nut-sleeve-183808","UNKNOWN","30","","45",""
"round426_exhaust-inner-5-001-141824","UNKNOWN","21.7","","21.7",""
"round427_dual-tube-holder-B-177152","UNKNOWN","60","","15",""
"round428_dual-tube-holder-B008-154624","UNKNOWN","60","","15",""
"round429_cable-sleeve-143872","UNKNOWN","155.99","","240.54",""
"round43_KE-SP-011_31x25x3","PASS","","12.525","","799.264"
"round430_cable-sleeve-140288","UNKNOWN","155.99","","240.54",""
"round431_dual-tube-B-81408","UNKNOWN","11.75","","157.9",""
"round432_dual-tube-A-69120","UNKNOWN","9","","150",""
"round433_dual-tube-A-70656","UNKNOWN","9","","150",""
"round434_straight-tube-142848","UNKNOWN","89","","164",""
"round435_exhaust-pipe-198656","UNKNOWN","586","","216.3",""
"round436_threaded-tube-425472","UNKNOWN","63.18","","44",""
"round437_connecting-tube-67072","UNKNOWN","3.1","","90",""
"round438_cooling-copper-tube-354304","UNKNOWN","192.94","","191.39",""
"round439_copper-tube-100-v2-275456","UNKNOWN","115.75","","106.34",""
"round44_KE-SP-012_36x30x3.7","PASS","","15.025","","1133.74"
"round440_copper-tube-100-v1-358912","UNKNOWN","192.94","","191.39",""
"round441_copper-tube-100-276992","UNKNOWN","115.92","","106.51",""
"round442_bearing-spacer-160768","UNKNOWN","71.95","","27",""
"round443_drive-shaft-bearing-78336","UNKNOWN","28.52","","3.95",""
"round444_gear-end-bearing-105984","UNKNOWN","22.22","","5.54",""
"round445_bearing-housing-274944","UNKNOWN","123","","27",""
"round446_linear-bearing-220672","UNKNOWN","29.9","","21.03",""
"round447_straight-tube-v8-115200","UNKNOWN","89","","164",""
"round448_sma-connector-188928","UNKNOWN","19","","15",""
"round449_npt-fitting-v2-203264","UNKNOWN","27.9","","18.24",""
"round45_KE-SP-013_37x25x7","PASS","","12.515","","4064.563"
"round450_pipe-fitting-v2-203776","UNKNOWN","27.9","","18.24",""
"round451_npt-fitting-207360","UNKNOWN","25.55","","14.66",""
"round452_sma-connector-v2-209920","UNKNOWN","9.5","","13.8",""
"round453_sma-connector-v3-211456","UNKNOWN","8.9","","13.8",""
"round454_teflon-connector-214016","UNKNOWN","51.3","","34.4",""
"round455_sma-connector-216576","UNKNOWN","8.7","","13.3",""
"round456_flange-025-250880","UNKNOWN","98","","76",""
"round457_flange-027v20-265216","UNKNOWN","123","","25",""
"round458_flange-019-467968","UNKNOWN","104","","35.1",""
"round459_flange-020-516608","UNKNOWN","114","","38.3",""
"round46_KE-SP-014_35x30x3","PASS","","15","","747.385"
"round460_square-joint-524288","UNKNOWN","","","",""
"round461_flange-021v11-537088","UNKNOWN","120","","41",""
"round462_flange-021-553472","UNKNOWN","120","","41",""
"round463_flange-021-574464","UNKNOWN","120","","41",""
"round464_connector-219648","UNKNOWN","26.5","","26",""
"round465_connector-199168","UNKNOWN","33.52","","35.82",""
"round466_sealed-connector-291840","UNKNOWN","43.18","","29.18",""
"round467_exhaust-flange-153600","UNKNOWN","267.4","","267.4",""
"round468_oil-seal-gasket-107520","UNKNOWN","62","","7.5",""
"round469_peek-connector-2-273408","UNKNOWN","102.5","","80",""
"round47_KE-SP-015_42x30x3","PASS","","15","","2035.752"
"round470_peek-connector-1-252928","UNKNOWN","102.5","","59",""
"round471_pipe-fitting-101888","UNKNOWN","19.63","","15",""
"round472_hose-copper-fitting-157696","UNKNOWN","16.17","","28.1",""
"round473_rubber-ring-semicircle-142336","UNKNOWN","634","","25.3",""
"round474_round-tube-60416","UNKNOWN","19","","460",""
"round475_teflon-gasket-123392","UNKNOWN","6","","6",""
"round476_adapter-head-280064","UNKNOWN","35","","35",""
"round477_cooling-copper-tube-v2-353792","UNKNOWN","192.94","","191.39",""
"round478_copper-tube-a-64512","UNKNOWN","","","",""
"round479_shaft-seal-outer-ring-90112","UNKNOWN","142.7","","36.36",""
"round48_KE-SP-001","PASS","","17.65","","3480.885"
"round480_water-channel-ring-133632","UNKNOWN","156.4","","6",""
"round481_di-water-nozzle-part3-69120","UNKNOWN","20","","10",""
"round482_vacuum-nozzle-144384","UNKNOWN","36.4","","36.4",""
"round483_di-water-nozzle-adjustable-part1-145408","UNKNOWN","49","","12.4",""
"round484_di-water-nozzle-adjustable-part2-187904","UNKNOWN","26","","30",""
"round485_di-water-nozzle-part2-230912","UNKNOWN","26","","40",""
"round486_gas-valve-seat-351744","UNKNOWN","78.74","","53.34",""
"round487_gas-valve-seat-modified-409088","UNKNOWN","78.74","","53.34",""
"round488_acrylic-vacuum-cover-149504","UNKNOWN","302","","20.8",""
"round489_acrylic-vacuum-cover-150528","UNKNOWN","302","","20.8",""
"round49_KE-SP-002-P1","PASS","","31.5764","","4960.874"
"round490_acrylic-vacuum-cover-191488","UNKNOWN","300","","20",""
"round491_cylinder-65536","UNKNOWN","30","","70",""
"round492_air-gun-nozzle-193024","UNKNOWN","13.86","","39.5",""
"round493_air-gun-nozzle-194560","UNKNOWN","13.86","","39.5",""
"round494_nut-removal-jig-247296","UNKNOWN","40","","25",""
"round495_nut-removal-jig-236032","UNKNOWN","40","","25",""
"round496_nut-wrench-327680","UNKNOWN","77","","49.8",""
"round497_nut-wrench-326144","UNKNOWN","77","","49.8",""
"round498_nut-wrench-367104","UNKNOWN","64","","49.8",""
"round499_nut-wrench-347136","UNKNOWN","65","","49.8",""
"round5_BP_spacer_ring","PASS","","17.65","","2299.646"
"round50_KE-SP-002-P2","PASS","","2.4876","","30.797"
"round500_large-disc-153088","UNKNOWN","228.6","","27.94",""
"round501_wafer-cassette-disc-102400","UNKNOWN","240","","10",""
"round502_wafer-cassette-disc-66048","UNKNOWN","201","","2",""
"round503_calibration-disc-120320","UNKNOWN","65","","47.5",""
"round504_heatsink-disc-551936","UNKNOWN","198.95","","40",""
"round505_eccentric-shaft-246784","UNKNOWN","15.88","","102.26",""
"round506_spring-474624","UNKNOWN","25.43","","52.87",""
"round507_spring-478720","UNKNOWN","36.91","","90.04",""
"round508_gear-end-bearing-98816","UNKNOWN","22.22","","5.54",""
"round509_magnet-97792","UNKNOWN","51","","51",""
"round51_KMB601PT_oil_seal_t10.4","PASS","","14.5673","","11110.081"
"round510_spur-gear-modified-370688","UNKNOWN","76.48","","23.34",""
"round511_spur-gear11-521216","UNKNOWN","60.32","","23.5",""
"round512_spur-gear12-749568","UNKNOWN","34.92","","8.76",""
"round513_spur-gear12-old-687104","UNKNOWN","34.92","","8.76",""
"round514_arc-magnet-235520","UNKNOWN","51","","5.1",""
"round515_arc-magnet-235008","UNKNOWN","50.5","","5.1",""
"round516_arc-magnet-237056","UNKNOWN","50.5","","5",""
"round517_silicon-steel-single-concave-218624","UNKNOWN","58.9","","18.2",""
"round518_silicon-steel-double-concave-219136","UNKNOWN","58.9","","18.2",""
"round519_silicon-steel-block-236544","UNKNOWN","59","","19",""
"round52_KE-SL-023_KMB601PT","PASS","","24.0754","","6645.345"
"round520_silicon-steel-block-256000","UNKNOWN","59","","18.7",""
"round521_flange-bp-g-456704","UNKNOWN","114","","38.3",""
"round522_rotor-94x53-r22-293376","UNKNOWN","53","","0.5",""
"round523_rotor-121x72-r48-223744","UNKNOWN","71.4","","76",""
"round524_rotor-60x45-133120","UNKNOWN","60","","60.24",""
"round525_rotor-177664","UNKNOWN","93.4","","123",""
"round526_rotor-magnet-core-245248","UNKNOWN","63.96","","0.5",""
"round527_rotor-r53-29-199680","UNKNOWN","53","","0.5",""
"round528_stator-140x90-s36-471552","UNKNOWN","138","","0.35",""
"round529_stator-121x60-s24-549376","UNKNOWN","119","","1.3",""
"round53_AA200_NW50_adapter","PASS","","22.6806","","14787.434"
"round530_rotor-121x60-r30-19-424960","UNKNOWN","60","","55",""
"round531_rotor-94x53-r34-323072","UNKNOWN","53","","35",""
"round532_rotor-94x53-r22-old-242688","UNKNOWN","53","","0.5",""
"round533_rotor-94x53-r22-243712","UNKNOWN","53","","0.5",""
"round534_rotor-120x68-r34-502784","UNKNOWN","68.1","","0.5",""
"round535_rotor-117x60-r30-old-198656","UNKNOWN","60","","0.5",""
"round536_rotor-121x60-r30-417280","UNKNOWN","60","","0.5",""
"round537_rotor-100x53-r21-192512","UNKNOWN","53","","0.5",""
"round538_rotor-100x53-r21-v2-193536","UNKNOWN","53","","0.5",""
"round539_rotor-160x80-r28-294912","UNKNOWN","80","","0.5",""
"round54_AA200_NW50_part7","PASS","","30.7462","","293937.043"
"round540_rotor-140x85-r44-303104","UNKNOWN","85","","0.5",""
"round541_rotor-160x80-r28-old-310784","UNKNOWN","80","","0.5",""
"round542_rotor-140x90-r34-471040","UNKNOWN","90","","0.5",""
"round543_rotor-135x73-455168","UNKNOWN","73","","0.5",""
"round544_rotor-136x80-r48-547840","UNKNOWN","80.8","","0.5",""
"round545_rotor-123x57-r29-430592","UNKNOWN","57","","0.5",""
"round546_rotor-92x52-r22-195584","UNKNOWN","52","","0.5",""
"round547_rotor-110x55-r28-276480","UNKNOWN","55","","0.5",""
"round548_rotor-94x53-r34-v2-317952","UNKNOWN","53","","35",""
"round549_rotor-94x53-serial-363008","UNKNOWN","53","","0.5",""
"round55_SD120H_SPACER_2020","PASS","","22.1288","","7141.088"
"round550_rotor-94x53-r34-313344","UNKNOWN","53","","0.5",""
"round551_rotor-94x53-r34-315904","UNKNOWN","53","","0.5",""
"round552_rotor-120x68-r34-30-579584","UNKNOWN","68.1","","30",""
"round553_rotor-117x60-r30-200192","UNKNOWN","60","","125",""
"round554_stator-94x53-s24-round-652800","UNKNOWN","92","","1.3",""
"round555_stator-117x60-s24-670208","UNKNOWN","114","","1.3",""
"round556_stator-94x53-s24-corner-504832","UNKNOWN","89.5","","0.5",""
"round557_stator-94x53-serial-300544","UNKNOWN","91","","0.5",""
"round558_stator-92x52-s18-402432","UNKNOWN","90","","0.5",""
"round559_stator-90x51-s18-299520","UNKNOWN","90","","0.5",""
"round56_M20_nut","PASS","","15.2293","","6415.238"
"round560_stator-90x50-s18-496128","UNKNOWN","89.64","","0.5",""
"round561_stator-140x85-s32-464896","UNKNOWN","132","","0.5",""
"round562_stator-140x90-s24-370176","UNKNOWN","138","","0.5",""
"round563_stator-135x73-304128","UNKNOWN","132","","0.5",""
"round564_stator-136x80-s36-495616","UNKNOWN","136.3","","0.5",""
"round565_stator-123x57-s24-502272","UNKNOWN","111","","0.5",""
"round566_stator-121x67-shaded-404992","UNKNOWN","121.7","","0.5",""
"round567_stator-111x53-s24-603136","UNKNOWN","99","","1.3",""
"round568_stator-120x68-s24-580096","UNKNOWN","118","","1.3",""
"round569_stator-111x57-s24-515584","UNKNOWN","108","","0.5",""
"round57_Teflon_spacer","PASS","","135","","50998.441"
"round570_stator-110x55-s24-666624","UNKNOWN","107","","0.5",""
"round571_stator-94x53-s24-610304","UNKNOWN","92","","1.3",""
"round572_stator-94x53-s24b-615424","UNKNOWN","92","","1.3",""
"round573_stator-121x60-s24-557056","UNKNOWN","119","","1.3",""
"round574_stator-121x60-s24b-546816","UNKNOWN","119","","1.3",""
"round575_rotor-121x57-r29-428032","UNKNOWN","57","","0.5",""
"round576_rotor-111x57-r29-428544","UNKNOWN","57","","0.5",""
"round577_stator-140x90-s36-419840","UNKNOWN","138","","0.5",""
"round578_stator-121x60-inner-550400","UNKNOWN","119","","1.3",""
"round579_stator-120x68-s24-576512","UNKNOWN","118","","1.3",""
"round58_IGX_spacer","PASS","","19.5026","","18635.076"
"round580_rotor-120x68-r34-496640","UNKNOWN","68.1","","0.5",""
"round581_rotor-121x60-r30-523264","UNKNOWN","60","","0.5",""
"round582_rotor-140x90-r48-823808","UNKNOWN","90","","0.35",""
"round583_rotor-140x90-r48old-911872","UNKNOWN","89.98","","0.5",""
"round584_stator-117x60-s24-669696","UNKNOWN","114","","1.3",""
"round585_stator-94x53-s24c-622592","UNKNOWN","92","","1.3",""
"round586_stator-english-448512","UNKNOWN","140","","125",""
"round587_steel-stamping-303616","UNKNOWN","20","","1.75",""
"round588_sigangpian-224768","UNKNOWN","111.4","","0.5",""
"round589_sigangpian-concave-218112","UNKNOWN","58.9","","18.2",""
"round59_O-shape_spacer","PASS","","13.697","","2062.851"
"round590_bearing-spacer-ring-75776","UNKNOWN","4.83","","0.33",""
"round591_stator-121x72-s36-rotation-641024","UNKNOWN","121.8","","1.3",""
"round592_stator-121x72-s36-rotation-v3-791552","UNKNOWN","121.8","","1.3",""
"round593_stator-90x60-s36-1306112","UNKNOWN","89.66","","0.35",""
"round594_stator-90x60-s36-v2-808448","UNKNOWN","89.66","","0.35",""
"round595_stator-121x71-s36-outer2-633856","UNKNOWN","119","","0.5",""
"round596_rotor-121x71-s36-std-472576","UNKNOWN","71.1","","0.5",""
"round597_stator-121x71-s36-combo-638976","UNKNOWN","119","","0.5",""
"round598_stator-121x71-s36-std-604672","UNKNOWN","119","","0.5",""
"round599_stator-121x71-s36-inner4-627200","UNKNOWN","119","","0.5",""
"round60_simple_spacer_2012","PASS","","15","","10602.875"
"round600_stator-121x72-s36-bottom-698880","UNKNOWN","121.8","","0.5",""
"round601_rotor-185x90-r36-404480","UNKNOWN","90","","0.5",""
"round602_stator-70x35-s12-433664","UNKNOWN","69","","1.3",""
"round603_stator-70x35-s12old-433152","UNKNOWN","69","","1.3",""
"round604_stator-70x35-s12-bottom-374272","UNKNOWN","69","","0.5",""
"round605_stator-70x35-s12-bottomold-374784","UNKNOWN","69","","0.5",""
"round606_stator-70x35-s12-guide-475136","UNKNOWN","69","","1.3",""
"round607_stator-90x48-s24-normal-453120","UNKNOWN","89","","0.5",""
"round608_stator-90x48-s24-outer4-485376","UNKNOWN","89","","0.5",""
"round609_stator-117x60-s24-661504","UNKNOWN","114","","1.3",""
"round61_brass_gasket","PASS","","5.575","","39.536"
"round610_stator-160x80-s24-470016","UNKNOWN","158","","0.5",""
"round611_rotor-140x90-r48-80-634368","UNKNOWN","90","","80",""
"round612_rotor-140x90-r48-o21-624640","UNKNOWN","90","","0.5",""
"round613_rotor-140x90-r48-60-628736","UNKNOWN","90","","60",""
"round614_rotor-140x90-r48-820736","UNKNOWN","90","","0.35",""
"round615_rotor-140x90-r48-45-629760","UNKNOWN","90","","45",""
"round616_stator-90x48-s24-normal-old-522752","UNKNOWN","89","","0.5",""
"round617_rotor-90x48-r34-311296","UNKNOWN","48","","0.5",""
"round618_stator-90x48-s24-outer4-old-596992","UNKNOWN","89","","0.5",""
"round619_rotor-117x60-r30-200192","UNKNOWN","60","","0.5",""
"round62_aluminum_half_circle_plate","PASS","","319.5098","","250934.713"
"round620_stator-94x53-s24-inner2-540160","UNKNOWN","89.5","","0.5",""
"round621_stator-94x53-s24-bottom-569856","UNKNOWN","92","","0.5",""
"round622_stator-94x53-s24-bottom-609792","UNKNOWN","92","","1.3",""
"round623_stator-94x53-s24-bottom-623616","UNKNOWN","92","","1.3",""
"round624_stator-94x53-s24-bottom-inner4-608768","UNKNOWN","92","","0.5",""
"round625_rotor-94x53-r34-325632","UNKNOWN","53","","35",""
"round626_stator-94x53-s24-inner2-545280","UNKNOWN","89.5","","0.5",""
"round627_rotor-140x90-r48-75-629248","UNKNOWN","90","","75",""
"round628_rotor-90x48-r8-465408","UNKNOWN","48","","30",""
"round629_rotor-90x48-r34-60-314368","UNKNOWN","48","","60",""
"round63_irregular_rubber_half","PASS","","313.2662","","187044.791"
"round630_stator-94x53-s24-bottom-inner2-605696","UNKNOWN","92","","0.5",""
"round631_stator-94x53-s24-inner2-665088","UNKNOWN","92","","1.3",""
"round632_stator-94x53-s24-inner2-old-562688","UNKNOWN","89.5","","0.5",""
"round633_stator-92x53-s48-400384","UNKNOWN","92","","0.5",""
"round634_stator-94x53-s24-bottom-548352","UNKNOWN","92","","0.5",""
"round635_stator-140x90-s24-463872","UNKNOWN","138","","0.5",""
"round636_rotor-140x90-r34-80-477184","UNKNOWN","90","","80",""
"round637_rotor-140x90-r34-40-476672","UNKNOWN","90","","40",""
"round638_rotor-140x90-r34-30-477696","UNKNOWN","90","","30",""
"round639_stator-90x48-s24-outer4-657408","UNKNOWN","89","","1.3",""
"round64_mother_mold_half","PASS","","309.1722","","769931.803"
"round640_stator-140x90-s36-507392","UNKNOWN","138","","0.5",""
"round641_rotor-121x72-r48-308736","UNKNOWN","72.1","","0.5",""
"round642_rotor-90x47-r18-t30-350208","UNKNOWN","47","","30",""
"round643_rotor-90x47-t80-298496","UNKNOWN","47","","92",""
"round644_rotor-90x47-t60-302080","UNKNOWN","47","","72",""
"round645_stator-90x47-s24-576000","UNKNOWN","88","","1.3",""
"round646_stator-90x47-s24-bottom-481792","UNKNOWN","88","","0.5",""
"round647_stator-90x47-single-756736","UNKNOWN","88","","1.2",""
"round648_stator-90x47-755712","UNKNOWN","88","","1.2",""
"round649_stator-121x60-s24-inner4-824832","UNKNOWN","119","","1.3",""
"round65_aluminum_quarter_circle","PASS","","158.5","","125467.357"
"round650_stator-121x60-s24-inner4-gnd-770560","UNKNOWN","119","","1.3",""
"round651_stator-121x60-s24-bottom-gnd-666112","UNKNOWN","119","","0.5",""
"round652_stator-121x60-s24-bottom-670720","UNKNOWN","119","","0.5",""
"round653_rotor-60x30-r18-t12-271360","UNKNOWN","30","","12",""
"round654_rotor-121x60-integrated-611840","UNKNOWN","119","","62.5",""
"round655_stator-90x47-2013-733184","UNKNOWN","88","","1.2",""
"round656_stator-90x47-u1-493056","UNKNOWN","88","","0.5",""
"round657_rotor-90x47-r8-344064","UNKNOWN","47","","0.5",""
"round658_rotor-90x47-r14-346624","UNKNOWN","47","","0.5",""
"round659_rotor-90x47-t25-306176","UNKNOWN","47","","37",""
"round66_brass_gasket_2","PASS","","5.575","","39.536"
"round660_stator-121x60-s24-bottom-gnd2-705024","UNKNOWN","119","","0.5",""
"round661_stator-121x60-s24-inner4-gnd2-764928","UNKNOWN","119","","1.3",""
"round662_rotor-60x30-r18-t90-248320","UNKNOWN","30","","90",""
"round663_stator-90x47-u-588800","UNKNOWN","88","","1.2",""
"round664_rotor-60x30-r18-t45-252416","UNKNOWN","30","","45",""
"round665_rotor-60x30-r18-t20-257024","UNKNOWN","30","","20",""
"round666_stator-121x60-s24-bottom-0009-667136","UNKNOWN","119","","0.5",""
"round667_stator-121x60-s24-bottom-2018-710656","UNKNOWN","119","","0.5",""
"round668_stator-121x60-s24-bottom-0007-760320","UNKNOWN","119","","0.5",""
"round669_rotor-121x60-integrated-0009-616448","UNKNOWN","119","","45",""
"round67_irregular_rubber_quarter","PASS","","154.7437","","93522.396"
"round670_rotor-70x35-r17-t12-228864","UNKNOWN","32","","32",""
"round671_rotor-90x60-r30-217088","UNKNOWN","59.65","","0.35",""
"round672_stator-90x47-60s-663040","UNKNOWN","88","","60",""
"round673_stator-117x60-s24-inner4-bottom-672768","UNKNOWN","114","","0.5",""
"round674_stator-117x60-s24-inner4-730112","UNKNOWN","114","","1.3",""
"round675_stator-117x60-s24-bottom-0003-614400","UNKNOWN","114","","0.5",""
"round676_stator-117x60-s24-0004-664576","UNKNOWN","114","","1.3",""
"round677_rotor-121x60-r30-t90-423424","UNKNOWN","60","","90",""
"round678_stator-117x60-1317376","UNKNOWN","461.09","","0.5",""
"round679_rotor-117x60-r30-t70-178688","UNKNOWN","58.8","","58.8",""
"round68_M5x50_spring_pin","PASS","","1.75","","476.562"
"round680_rotor-117x60-r30-199168","UNKNOWN","60","","90",""
"round681_rotor-117x60-r30-194048","UNKNOWN","60","","140",""
"round682_rotor-117x60-r30-198144","UNKNOWN","60","","120",""
"round683_rotor-90x47-r11-347648","UNKNOWN","47","","0.5",""
"round684_stator-90x47-50s-664064","UNKNOWN","88","","50",""
"round685_stator-90x47-45s-outer2-491008","UNKNOWN","88","","45",""
"round686_stator-90x48-2073600","UNKNOWN","191.55","","0.5",""
"round687_stator-140x90-s36-419840","UNKNOWN","138","","0.5",""
"round688_stator-140x90-s24b-370176","UNKNOWN","138","","0.5",""
"round689_stator-140x90-s24-463872","UNKNOWN","138","","0.5",""
"round69_oil_sight_cover_Ebara_small","PASS","","13.0042","","2562.516"
"round690_rotor-140x90-r34-477184","UNKNOWN","90","","80",""
"round691_stator-90x48-s24-453120","UNKNOWN","89","","0.5",""
"round692_stator-90x48-s24-outer4-485376","UNKNOWN","89","","0.5",""
"round693_rotor-90x48-r34-311296","UNKNOWN","48","","0.5",""
"round694_rotor-90x48-r17-215040","UNKNOWN","48","","0.5",""
"round695_rotor-140x90-r34-t30-477696","UNKNOWN","90","","30",""
"round696_rotor-140x90-r34-t40-476672","UNKNOWN","90","","40",""
"round697_stator-140x90-s36-471552","UNKNOWN","138","","0.35",""
"round698_stator-90x48-s24-522752","UNKNOWN","89","","0.5",""
"round699_stator-90x48-s24-outer4-596992","UNKNOWN","89","","0.5",""
"round7_KE-BH-069_left","PASS","","26.9266","","29842.748"
"round70_copper_block_50T","PASS","","15","","125506.627"
"round700_rotor-90x48-r17-214528","UNKNOWN","48","","0.5",""
"round701_stator-90x48-s30-3390464","UNKNOWN","89","","30",""
"round702_rotor-121x72-r48-226816","UNKNOWN","71.4","","76",""
"round703_stator-164x80-753664","UNKNOWN","558.73","","0.5",""
"round704_rotor-160x80-949248","UNKNOWN","364.41","","0.5",""
"round705_stator-90x47-3182592","UNKNOWN","488.14","","1",""
"round706_stator-90x48-s24-outer4-592896","UNKNOWN","89","","1.3",""
"round707_stator-90x48-s18-2157056","UNKNOWN","327.27","","0.5",""
"round708_stator-90x53-2836480","UNKNOWN","402.64","","0.5",""
"round709_rotor-60x30-r18-10158592","UNKNOWN","29.4","","20",""
"round71_copper_block_20T","PASS","","15","","50202.651"
"round710_stator-185x90-778752","UNKNOWN","515.17","","0.5",""
"round711_rotor-42x20-v8-244224","UNKNOWN","41.65","","0.35",""
"round712_rotor-42x20-v7-227328","UNKNOWN","52.65","","0.35",""
"round713_rotor-magweld-232448","UNKNOWN","52.65","","0.35",""
"round714_stator-123x57-s24-584704","UNKNOWN","111","","1.3",""
"round715_stator-123x57-s24-bot-527360","UNKNOWN","111","","0.5",""
"round716_rotor-123x57-r29-429568","UNKNOWN","57","","60",""
"round717_rotor-magcore-v20-183296","UNKNOWN","63.8","","3",""
"round718_rotor-magcore-pin-238080","UNKNOWN","63.96","","65",""
"round719_rotor-magcore-cover-206336","UNKNOWN","63.72","","3",""
"round72_copper_block_4.5T","PASS","","15","","11228.259"
"round720_rotor-magcore-kbv3-258560","UNKNOWN","63.96","","0.5",""
"round721_rotor-magcore-whitecov03-201728","UNKNOWN","63.92","","0.5",""
"round722_rotor-magcore-magnet-91136","UNKNOWN","35.1","","32.3",""
"round723_stator-160x80-s24v6-620032","UNKNOWN","158","","0.5",""
"round724_stator-160x80-s24v3-705536","UNKNOWN","158","","0.5",""
"round725_rotor-160x80-r34-296448","UNKNOWN","80","","0.5",""
"round726_stator-164x80-s24-385536","UNKNOWN","162","","0.5",""
"round727_rotor-160x80-r28x42-334848","UNKNOWN","80","","0.5",""
"round728_rotor-160x80-r28x32-336384","UNKNOWN","80","","0.5",""
"round729_rotor-164x80-r34-392192","UNKNOWN","80","","0.5",""
"round73_OLG-004_Ebara_oil_window","PASS","","9.4571","","4417.871"
"round730_rotor-121x60-80s-606208","UNKNOWN","119","","80",""
"round731_rotor-160x80x130-r28-309760","UNKNOWN","80","","0.5",""
"round732_rotor-160x80-r28v1-297984","UNKNOWN","80","","130",""
"round733_stator-128x80-s36s-596480","UNKNOWN","128","","0.5",""
"round734_stator-128x80-s36-504320","UNKNOWN","127","","0.5",""
"round735_stator-160x80-s24v1-737792","UNKNOWN","158","","0.5",""
"round736_stator-160x80-s24s1-733696","UNKNOWN","158","","0.5",""
"round737_rotor-140x90-r48x17-625664","UNKNOWN","90","","80",""
"round738_rotor-136x80-assm-1144832","UNKNOWN","322.23","","0.5",""
"round739_rotor-160x80-r28t30-202752","UNKNOWN","77","","77",""
"round74_Kashiyama_oil_seal_62","PASS","","22.0517","","11185.372"
"round740_rotor-160x80-punch1-95744","UNKNOWN","48","","19",""
